,Origen,Destino,Numero de Vuelo,Salida,Llegada
2458,Chicago [ORD],Dallas Fort Worth Airport (DFW),BA 5178,19:09,20:48
2459,Chicago [ORD],Dallas Fort Worth Airport (DFW),EI 7363,19:09,20:48
2460,Chicago [ORD],Dallas Fort Worth Airport (DFW),QR 2801,19:09,20:48
2461,Chicago [ORD],Dallas Fort Worth Airport (DFW),RJ 7725,19:09,20:48
2462,Austintown [AUS],Dallas Fort Worth Airport (DFW),QR 7782,20:30,
2463,Austintown [AUS],Dallas Fort Worth Airport (DFW),GF 6430,20:30,
2464,Austintown [AUS],Dallas Fort Worth Airport (DFW),BA 5480,20:30,
2465,Raleigh-Durham [RDU],Dallas Fort Worth Airport (DFW),QR 2629,19:27,
2466,Raleigh-Durham [RDU],Dallas Fort Worth Airport (DFW),QF 4151,19:27,
2467,Raleigh-Durham [RDU],Dallas Fort Worth Airport (DFW),AS 4162,19:27,
2468,Fort Myers [RSW],Dallas Fort Worth Airport (DFW),QR 2644,19:37,
2469,Fort Myers [RSW],Dallas Fort Worth Airport (DFW),BA 4839,19:37,
2470,Fort Myers [RSW],Dallas Fort Worth Airport (DFW),AS 4387,19:37,
2471,Fort Myers [RSW],Dallas Fort Worth Airport (DFW),QR 9632,19:37,
2472,Toronto [YYZ],Dallas Fort Worth Airport (DFW),AA 1111,19:40,21:23
2473,Covington [CVG],Dallas Fort Worth Airport (DFW),AA 2345,20:06,
2474,Pensacola [PNS],Dallas Fort Worth Airport (DFW),AA 3842,19:31,
2475,Toronto [YYZ],Dallas Fort Worth Airport (DFW),AS 6029,19:40,21:20
2476,Pensacola [PNS],Dallas Fort Worth Airport (DFW),QR 9329,19:31,
2477,Pensacola [PNS],Dallas Fort Worth Airport (DFW),BA 5492,19:31,
2478,Pensacola [PNS],Dallas Fort Worth Airport (DFW),AS 6542,19:31,
2479,Seattle [SEA],Dallas Fort Worth Airport (DFW),AA 1992,15:44,21:23
2480,Omaha [OMA],Dallas Fort Worth Airport (DFW),AA 2466,19:43,
2481,Seattle [SEA],Dallas Fort Worth Airport (DFW),BA 4398,15:44,21:20
2482,Seattle [SEA],Dallas Fort Worth Airport (DFW),QR 7876,15:44,21:20
2483,Omaha [OMA],Dallas Fort Worth Airport (DFW),QR 2728,19:43,
2484,Omaha [OMA],Dallas Fort Worth Airport (DFW),GF 4395,19:43,
2485,Omaha [OMA],Dallas Fort Worth Airport (DFW),BA 5099,19:43,
2486,Omaha [OMA],Dallas Fort Worth Airport (DFW),AS 6489,19:43,
2487,Memphis [MEM],Dallas Fort Worth Airport (DFW),AA 1728,19:58,
2488,Fayetteville [XNA],Dallas Fort Worth Airport (DFW),AA 3790,20:17,
2489,Santa Ana [SNA],Dallas Fort Worth Airport (DFW),F9 2600,16:43,
2490,Memphis [MEM],Dallas Fort Worth Airport (DFW),QR 2314,19:58,
2491,Memphis [MEM],Dallas Fort Worth Airport (DFW),QF 4826,19:58,
2492,Memphis [MEM],Dallas Fort Worth Airport (DFW),BA 4891,19:58,
2493,Memphis [MEM],Dallas Fort Worth Airport (DFW),AS 6112,19:58,
2494,Nashville [BNA],Dallas Fort Worth Airport (DFW),AA 2238,19:30,
2495,Norfolk [ORF],Dallas Fort Worth Airport (DFW),AA 2638,19:10,21:12
2496,Norfolk [ORF],Dallas Fort Worth Airport (DFW),QR 2601,19:10,21:12
2497,Norfolk [ORF],Dallas Fort Worth Airport (DFW),AS 6183,19:10,21:12
2498,Nashville [BNA],Dallas Fort Worth Airport (DFW),QR 2402,19:30,
2499,Nashville [BNA],Dallas Fort Worth Airport (DFW),GF 6588,19:30,
2500,Nashville [BNA],Dallas Fort Worth Airport (DFW),BA 1705,19:30,
2501,Nashville [BNA],Dallas Fort Worth Airport (DFW),AS 6143,19:30,
2502,Atlanta [ATL],Dallas Fort Worth Airport (DFW),AA 2403,20:11,
2503,Santa Ana [SNA],Dallas Fort Worth Airport (DFW),AA 2659,16:40,
2504,San Diego [NZY],Dallas Fort Worth Airport (DFW),AA 2747,16:56,
2505,Lubbock [LBB],Dallas Fort Worth Airport (DFW),AA 3553,20:23,
2506,Oklahoma City [OKC],Dallas Fort Worth Airport (DFW),AA 3895,20:40,
2507,San Diego [SAN],Dallas Fort Worth Airport (DFW),QR 2664,16:40,
2508,San Diego [SAN],Dallas Fort Worth Airport (DFW),GF 6623,16:40,
2509,San Diego [SAN],Dallas Fort Worth Airport (DFW),BA 5549,16:40,
2510,San Diego [SAN],Dallas Fort Worth Airport (DFW),AS 6405,16:40,
2511,Oklahoma City [OKC],Dallas Fort Worth Airport (DFW),QR 7896,20:40,
2512,Oklahoma City [OKC],Dallas Fort Worth Airport (DFW),BA 4676,20:40,
2513,Oklahoma City [OKC],Dallas Fort Worth Airport (DFW),AS 4535,20:40,
2514,Baltimore [BWI],Dallas Fort Worth Airport (DFW),AA 1213,19:14,21:37
2515,Savannah [SAV],Dallas Fort Worth Airport (DFW),AA 2014,19:50,
2516,San Antonio Heights [SAT],Dallas Fort Worth Airport (DFW),AA 1564,20:31,
2517,Alabama [MOB],Dallas Fort Worth Airport (DFW),AA 3678,19:44,
2518,San Antonio Heights [SAT],Dallas Fort Worth Airport (DFW),AS 6312,20:31,
2519,San Antonio Heights [SAT],Dallas Fort Worth Airport (DFW),BA 5566,20:31,
2520,San Antonio Heights [SAT],Dallas Fort Worth Airport (DFW),GF 4271,20:31,
2521,San Antonio Heights [SAT],Dallas Fort Worth Airport (DFW),QR 7832,20:31,
2522,Baltimore [BWI],Dallas Fort Worth Airport (DFW),QF 4445,19:14,21:20
2523,Jacksonville [JAX],Dallas Fort Worth Airport (DFW),AA 2744,19:57,
2524,Birmingham [BHM],Dallas Fort Worth Airport (DFW),AA 3336,19:35,
2525,Harlingen [HRL],Dallas Fort Worth Airport (DFW),AA 3816,20:11,
2526,Corpus Christi [CRP],Dallas Fort Worth Airport (DFW),AA 3910,20:19,
2527,Lexington [LEX],Dallas Fort Worth Airport (DFW),AA 3914,20:10,
2528,Lexington [LEX],Dallas Fort Worth Airport (DFW),QR 2917,20:10,
2529,Birmingham [BHM],Dallas Fort Worth Airport (DFW),QR 9212,19:35,
2530,Birmingham [BHM],Dallas Fort Worth Airport (DFW),GF 6804,19:35,
2531,Birmingham [BHM],Dallas Fort Worth Airport (DFW),BA 6985,19:35,
2532,Birmingham [BHM],Dallas Fort Worth Airport (DFW),AS 6456,19:35,
2533,Lexington [LEX],Dallas Fort Worth Airport (DFW),QR 9535,20:10,
2534,Miami [MIA],Dallas Fort Worth Airport (DFW),AA 2524,19:30,
2535,Louisville [SDF],Dallas Fort Worth Airport (DFW),AA 2671,20:25,
2536,Wichita [ICT],Dallas Fort Worth Airport (DFW),AA 3453,20:27,
2537,Little Rock [LIT],Dallas Fort Worth Airport (DFW),AA 3644,20:19,
2538,Miami [MIA],Dallas Fort Worth Airport (DFW),AS 4190,19:30,
2539,Miami [MIA],Dallas Fort Worth Airport (DFW),BA 4944,19:30,
2540,Miami [MIA],Dallas Fort Worth Airport (DFW),GF 4169,19:30,
2541,Miami [MIA],Dallas Fort Worth Airport (DFW),IB 4328,19:30,
2542,Miami [MIA],Dallas Fort Worth Airport (DFW),QR 2382,19:30,
2543,Little Rock [LIT],Dallas Fort Worth Airport (DFW),QR 9523,20:19,
2544,Little Rock [LIT],Dallas Fort Worth Airport (DFW),GF 6773,20:19,
2545,Little Rock [LIT],Dallas Fort Worth Airport (DFW),BA 4846,20:19,
2546,Little Rock [LIT],Dallas Fort Worth Airport (DFW),AS 6495,20:19,
2547,Wichita [ICT],Dallas Fort Worth Airport (DFW),QR 2620,20:27,
2548,Wichita [ICT],Dallas Fort Worth Airport (DFW),BA 5352,20:27,
2549,Wichita [ICT],Dallas Fort Worth Airport (DFW),AS 4376,20:27,
2550,Louisville [SDF],Dallas Fort Worth Airport (DFW),QR 2944,20:25,
2551,Louisville [SDF],Dallas Fort Worth Airport (DFW),BA 1753,20:25,
2552,Louisville [SDF],Dallas Fort Worth Airport (DFW),AS 6538,20:25,
2553,Brownsville [BRO],Dallas Fort Worth Airport (DFW),AA 5181,20:02,
2554,Brownsville [BRO],Dallas Fort Worth Airport (DFW),QR 7590,20:02,
2555,Brownsville [BRO],Dallas Fort Worth Airport (DFW),BA 1735,20:02,
2556,Brownsville [BRO],Dallas Fort Worth Airport (DFW),AS 6419,20:02,
2557,Boston [BOS],Dallas Fort Worth Airport (DFW),DL 920,18:54,21:40
2558,Tampa [TPA],Dallas Fort Worth Airport (DFW),F9 2571,20:10,
2559,Tampa [TPA],Dallas Fort Worth Airport (DFW),Y4 2968,20:10,
2560,Los Angeles [LAX],Dallas Fort Worth Airport (DFW),NK 1113,17:00,
2561,Detroit [DTW],Dallas Fort Worth Airport (DFW),DL 1207,20:20,
2562,Detroit [DTW],Dallas Fort Worth Airport (DFW),WS 8330,20:20,
2563,Detroit [DTW],Dallas Fort Worth Airport (DFW),VS 1681,20:20,
2564,Detroit [DTW],Dallas Fort Worth Airport (DFW),KL 5190,20:20,
2565,Detroit [DTW],Dallas Fort Worth Airport (DFW),AM 3558,20:20,
2566,Detroit [DTW],Dallas Fort Worth Airport (DFW),AF 2457,20:20,
2567,Atlanta [ATL],Dallas Fort Worth Airport (DFW),DL 882,20:56,
2568,Atlanta [ATL],Dallas Fort Worth Airport (DFW),WS 6749,20:56,
2569,Atlanta [ATL],Dallas Fort Worth Airport (DFW),VS 5071,20:56,
2570,Atlanta [ATL],Dallas Fort Worth Airport (DFW),LA 8980,20:56,
2571,Atlanta [ATL],Dallas Fort Worth Airport (DFW),KL 5792,20:56,
2572,Atlanta [ATL],Dallas Fort Worth Airport (DFW),KE 3151,20:56,
2573,Atlanta [ATL],Dallas Fort Worth Airport (DFW),AZ 3132,20:56,
2574,Atlanta [ATL],Dallas Fort Worth Airport (DFW),AF 2540,20:56,
2575,Las Vegas [LAS],Dallas Fort Worth Airport (DFW),AA 1880,17:31,22:07
2576,Newark [EWR],Dallas Fort Worth Airport (DFW),UA 308,19:42,
2577,Newark [EWR],Dallas Fort Worth Airport (DFW),TP 8524,19:42,
2578,Newark [EWR],Dallas Fort Worth Airport (DFW),SK 6860,19:42,
2579,Miami [MIA],Dallas Fort Worth Airport (DFW),NK 3163,20:50,22:43
2580,13 Min,Dallas Fort Worth Airport (DFW),Delay,1071,22:23
2581,Montreal [YUL],Dallas Fort Worth Airport (DFW),UA 8377,19:30,22:23
2582,Los Angeles [LAX],Dallas Fort Worth Airport (DFW),AA 1321,17:30,
2583,Los Angeles [LAX],Dallas Fort Worth Airport (DFW),TN 1186,17:30,
2584,Los Angeles [LAX],Dallas Fort Worth Airport (DFW),QR 7903,17:30,
2585,Los Angeles [LAX],Dallas Fort Worth Airport (DFW),QF 3198,17:30,
2586,Los Angeles [LAX],Dallas Fort Worth Airport (DFW),CX 7718,17:30,
2587,Los Angeles [LAX],Dallas Fort Worth Airport (DFW),BA 4834,17:30,
2588,Houston [IAH],Dallas Fort Worth Airport (DFW),UA 6263,21:30,
2589,Houston [IAH],Dallas Fort Worth Airport (DFW),NZ 6517,21:30,
2590,Houston [IAH],Dallas Fort Worth Airport (DFW),CM 1322,21:30,
2591,Chicago [ORD],Dallas Fort Worth Airport (DFW),UA 572,20:31,
2592,Chicago [ORD],Dallas Fort Worth Airport (DFW),TK 8633,20:10,
2593,Chicago [ORD],Dallas Fort Worth Airport (DFW),SK 8843,20:10,
2594,Chicago [ORD],Dallas Fort Worth Airport (DFW),LX 3276,20:10,
2595,Chicago [ORD],Dallas Fort Worth Airport (DFW),LH 7522,20:10,
2596,Chicago [ORD],Dallas Fort Worth Airport (DFW),EK 6243,20:10,
2597,Chicago [ORD],Dallas Fort Worth Airport (DFW),AC 5521,20:10,
2598,San Francisco [SFO],Dallas Fort Worth Airport (DFW),AA 2820,17:15,22:35
2599,San Francisco [SFO],Dallas Fort Worth Airport (DFW),QR 7904,17:15,22:35
2600,San Francisco [SFO],Dallas Fort Worth Airport (DFW),QF 3304,17:15,22:35
2601,Fort Lauderdale [FLL],Dallas Fort Worth Airport (DFW),NK 1966,20:40,
2602,Minneapolis [MSP],Dallas Fort Worth Airport (DFW),DL 1516,20:20,22:31
2603,New York [LGA],Dallas Fort Worth Airport (DFW),DL 636,19:45,
2604,Minneapolis [MSP],Dallas Fort Worth Airport (DFW),WS 7350,20:20,22:31
2605,Minneapolis [MSP],Dallas Fort Worth Airport (DFW),VS 1503,20:20,22:31
2606,Minneapolis [MSP],Dallas Fort Worth Airport (DFW),KL 6902,20:20,22:31
2607,Minneapolis [MSP],Dallas Fort Worth Airport (DFW),KE 3496,20:20,22:31
2608,Minneapolis [MSP],Dallas Fort Worth Airport (DFW),AF 3080,20:20,22:31
2609,New York [LGA],Dallas Fort Worth Airport (DFW),WS 7115,19:45,
2610,Chicago [ORD],Dallas Fort Worth Airport (DFW),AA 1463,20:39,
2611,Chicago [ORD],Dallas Fort Worth Airport (DFW),RJ 7198,20:20,
2612,Chicago [ORD],Dallas Fort Worth Airport (DFW),GF 6423,20:20,
2613,Chicago [ORD],Dallas Fort Worth Airport (DFW),EI 7101,20:20,
2614,Chicago [ORD],Dallas Fort Worth Airport (DFW),BA 5180,20:20,
2615,Chicago [ORD],Dallas Fort Worth Airport (DFW),AY 5762,20:20,
2616,Los Angeles [LAX],Dallas Fort Worth Airport (DFW),NK 1200,18:00,22:38
2617,Phoenix [PHX],Dallas Fort Worth Airport (DFW),AA 633,18:55,
2618,Denver City [DEN],Dallas Fort Worth Airport (DFW),UA 772,20:41,
2619,Denver City [DEN],Dallas Fort Worth Airport (DFW),AC 5634,20:41,
2620,Los Angeles [LAX],Dallas Fort Worth Airport (DFW),AA 1348,18:30,23:03
2621,Los Angeles [LAX],Dallas Fort Worth Airport (DFW),TN 1188,18:30,
2622,Los Angeles [LAX],Dallas Fort Worth Airport (DFW),QF 4527,18:30,
2623,Miami [MIA],Dallas Fort Worth Airport (DFW),AA 1219,21:15,23:34
2624,Miami [MIA],Dallas Fort Worth Airport (DFW),GF 6471,21:15,23:34
2625,Miami [MIA],Dallas Fort Worth Airport (DFW),BA 1666,21:15,23:34
2626,Miami [MIA],Dallas Fort Worth Airport (DFW),AS 4339,21:15,23:34
2627,Los Angeles [LAX],Dallas Fort Worth Airport (DFW),DL 568,18:45,23:48
2628,Los Angeles [LAX],Dallas Fort Worth Airport (DFW),WS 6999,18:45,
2629,Los Angeles [LAX],Dallas Fort Worth Airport (DFW),VS 2084,18:45,
2630,Los Angeles [LAX],Dallas Fort Worth Airport (DFW),KL 6728,18:45,
2631,Los Angeles [LAX],Dallas Fort Worth Airport (DFW),KE 7405,18:45,
2632,Los Angeles [LAX],Dallas Fort Worth Airport (DFW),CI 9003,18:45,
2633,Los Angeles [LAX],Dallas Fort Worth Airport (DFW),AM 3884,18:45,
2634,Los Angeles [LAX],Dallas Fort Worth Airport (DFW),AF 5792,18:45,
2635,Phoenix [PHX],Dallas Fort Worth Airport (DFW),NK 2903,19:34,
2636,San Francisco [SFO],Dallas Fort Worth Airport (DFW),UA 1632,18:25,23:43
2637,Seattle [SEA],Dallas Fort Worth Airport (DFW),AS 372,18:15,23:58
2638,Atlanta [ATL],Dallas Fort Worth Airport (DFW),DL 818,22:40,
2639,Boston [BOS],Dallas Fort Worth Airport (DFW),NK 1162,21:46,00:10
2640,11 Min,Dallas Fort Worth Airport (DFW),Delay,8274,
2641,San Francisco [SFO],Dallas Fort Worth Airport (DFW),OZ 6313,18:25,
2642,San Francisco [SFO],Dallas Fort Worth Airport (DFW),NZ 9083,18:25,
2643,San Francisco [SFO],Dallas Fort Worth Airport (DFW),NH 7372,18:25,
2644,San Francisco [SFO],Dallas Fort Worth Airport (DFW),AC 5117,18:25,
2645,Atlanta [ATL],Dallas Fort Worth Airport (DFW),WS 7143,22:40,
2646,Atlanta [ATL],Dallas Fort Worth Airport (DFW),VS 5073,22:40,
2648,Atlanta [ATL],Dallas Fort Worth Airport (DFW),KE 6881,22:40,
2649,Atlanta [ATL],Dallas Fort Worth Airport (DFW),AF 2310,22:40,
2650,Seattle [SEA],Dallas Fort Worth Airport (DFW),TN 2566,18:15,
2651,Seattle [SEA],Dallas Fort Worth Airport (DFW),QR 2980,18:15,
2652,Lansing [LAN],Chicago O'hare Airport (ORD),ZW 6198,19:23,19:01
2653,Atlanta [ATL],Chicago O'hare Airport (ORD),MQ 3396,18:24,19:02
2654,Waterloo [ALO],Chicago O'hare Airport (ORD),ZW 6172,18:23,19:02
2655,Grand Rapids [GRR],Chicago O'hare Airport (ORD),ZW 6237,19:32,19:03
2656,Minneapolis [MSP],Chicago O'hare Airport (ORD),ZW 6286,18:08,19:03
2657,Pittsburgh [PIT],Chicago O'hare Airport (ORD),AA 2693,18:27,18:42
2658,Pittsburgh [PIT],Chicago O'hare Airport (ORD),QF 3163,18:27,18:42
2659,Pittsburgh [PIT],Chicago O'hare Airport (ORD),JL 7675,18:27,18:42
2660,Pittsburgh [PIT],Chicago O'hare Airport (ORD),GF 6467,18:27,18:42
2661,Pittsburgh [PIT],Chicago O'hare Airport (ORD),BA 5484,18:27,18:42
2662,Pittsburgh [PIT],Chicago O'hare Airport (ORD),AS 4785,18:27,18:42
2663,New Philadelphia [PHL],Chicago O'hare Airport (ORD),AA 864,17:40,18:35
2664,Dublin [DUB],Chicago O'hare Airport (ORD),EI 125,16:40,18:28
2665,Dublin [DUB],Chicago O'hare Airport (ORD),BA 6145,16:40,18:28
2666,Dublin [DUB],Chicago O'hare Airport (ORD),AA 7995,16:40,18:28
2667,New Philadelphia [PHL],Chicago O'hare Airport (ORD),IB 4771,17:40,
2668,New Philadelphia [PHL],Chicago O'hare Airport (ORD),MH 9510,17:40,
2669,New Philadelphia [PHL],Chicago O'hare Airport (ORD),QR 7583,17:40,
2670,Richmond [RIC],Chicago O'hare Airport (ORD),MQ 3454,18:24,19:05
2671,Wilkes-Barre-Scranton [AVP],Chicago O'hare Airport (ORD),MQ 3457,18:26,19:05
2672,Sioux Falls [FSD],Chicago O'hare Airport (ORD),ZW 6274,17:57,19:05
2673,Little Rock [LIT],Chicago O'hare Airport (ORD),MQ 3401,17:48,19:09
2674,Quincy [UIN],Chicago O'hare Airport (ORD),9X 485,17:25,
2675,Fort Lauderdale [FLL],Chicago O'hare Airport (ORD),NK 122,16:51,20:59
2676,1:49,Chicago O'hare Airport (ORD),Delay,3782,19:10
2677,San Francisco [SFO],Chicago O'hare Airport (ORD),AA 1653,13:02,18:42
2678,Montreal [YUL],Chicago O'hare Airport (ORD),AA 6276,17:39,18:33
2679,Montreal [YUL],Chicago O'hare Airport (ORD),AS 4027,17:29,18:34
2680,San Francisco [SFO],Chicago O'hare Airport (ORD),AY 4110,12:53,
2681,San Francisco [SFO],Chicago O'hare Airport (ORD),BA 5612,12:53,
2682,San Francisco [SFO],Chicago O'hare Airport (ORD),EI 7358,12:53,
2683,San Francisco [SFO],Chicago O'hare Airport (ORD),GF 6457,12:53,
2684,San Francisco [SFO],Chicago O'hare Airport (ORD),JL 7548,13:02,18:45
2685,San Francisco [SFO],Chicago O'hare Airport (ORD),QF 4331,13:02,18:45
2686,Columbus [CMH],Chicago O'hare Airport (ORD),1I 503,19:27,19:14
2687,Higuey [PUJ],Chicago O'hare Airport (ORD),AA 2278,15:17,18:42
2688,Oklahoma City [OKC],Chicago O'hare Airport (ORD),MQ 3867,17:34,19:16
2689,Dallas [DFW],Chicago O'hare Airport (ORD),AA 1551,16:52,18:48
2690,Los Angeles [LAX],Chicago O'hare Airport (ORD),AA 2942,13:25,18:56
2691,Toronto [YYZ],Chicago O'hare Airport (ORD),AC 8913,18:53,
2692,Los Angeles [LAX],Chicago O'hare Airport (ORD),AY 4275,13:30,
2693,Los Angeles [LAX],Chicago O'hare Airport (ORD),BA 5391,13:30,
2694,Los Angeles [LAX],Chicago O'hare Airport (ORD),EI 7135,13:30,
2695,Los Angeles [LAX],Chicago O'hare Airport (ORD),JL 7520,13:30,
2696,Los Angeles [LAX],Chicago O'hare Airport (ORD),MH 9425,13:30,
2697,Los Angeles [LAX],Chicago O'hare Airport (ORD),QF 4477,13:30,
2698,Los Angeles [LAX],Chicago O'hare Airport (ORD),TN 1164,13:30,
2699,Toronto [YYZ],Chicago O'hare Airport (ORD),UA 8293,18:30,
2700,Toronto [YYZ],Chicago O'hare Airport (ORD),SK 3801,18:30,
2701,Palm Springs [PSP],Chicago O'hare Airport (ORD),AA 2838,13:27,19:04
2702,Newark [EWR],Chicago O'hare Airport (ORD),AA 4383,17:30,18:41
2703,Newark [EWR],Chicago O'hare Airport (ORD),B6 4529,17:30,18:42
2704,Newark [EWR],Chicago O'hare Airport (ORD),BA 4383,17:30,18:42
2705,San Diego [SAN],Chicago O'hare Airport (ORD),AA 2343,13:14,19:02
2706,Washington DC [DCA],Chicago O'hare Airport (ORD),AA 2784,18:05,19:55
2707,33 Min,Chicago O'hare Airport (ORD),Delay,1154,18:40
2708,San Diego [SAN],Chicago O'hare Airport (ORD),GF 6839,13:14,18:57
2709,San Diego [SAN],Chicago O'hare Airport (ORD),BA 5555,13:14,18:57
2710,San Diego [SAN],Chicago O'hare Airport (ORD),AY 4064,13:14,18:57
2711,Portland [PDX],Chicago O'hare Airport (ORD),AA 1848,13:25,18:55
2712,Portland [PDX],Chicago O'hare Airport (ORD),AY 4107,13:25,18:57
2713,Portland [PDX],Chicago O'hare Airport (ORD),BA 5372,13:25,18:57
2714,Portland [PDX],Chicago O'hare Airport (ORD),MH 9339,13:25,18:57
2715,Toronto [YYZ],Chicago O'hare Airport (ORD),ZW 6291,19:58,19:23
2716,Providence [PVD],Chicago O'hare Airport (ORD),AA 3715,17:40,18:49
2717,St Louis [STL],Chicago O'hare Airport (ORD),AA 4202,18:03,18:57
2718,Providence [PVD],Chicago O'hare Airport (ORD),AY 4169,17:40,
2719,Cleveland [CLE],Chicago O'hare Airport (ORD),AA 4170,18:53,18:50
2720,Mexico City [MEX],Chicago O'hare Airport (ORD),UA 474,14:50,19:17
2721,Mexico City [MEX],Chicago O'hare Airport (ORD),EK 6608,14:10,
2722,Cleveland [CLE],Chicago O'hare Airport (ORD),GF 6854,18:53,18:50
2723,Cleveland [CLE],Chicago O'hare Airport (ORD),EI 7190,18:53,18:50
2724,Cleveland [CLE],Chicago O'hare Airport (ORD),BA 1770,18:53,18:50
2725,Cleveland [CLE],Chicago O'hare Airport (ORD),AY 4127,18:53,18:50
2726,Cleveland [CLE],Chicago O'hare Airport (ORD),AS 4629,18:53,18:50
2727,Fayetteville [XNA],Chicago O'hare Airport (ORD),AA 4226,17:33,18:49
2728,Albany [ALB],Chicago O'hare Airport (ORD),AA 5701,17:52,19:08
2729,Anchorage [ANC],Chicago O'hare Airport (ORD),CA 1015,10:45,19:27
2730,Sacramento [SMF],Chicago O'hare Airport (ORD),AA 2463,13:25,19:25
2731,Toronto [YYZ],Chicago O'hare Airport (ORD),AA 6291,18:30,20:10
2732,42 Min,Chicago O'hare Airport (ORD),Delay,1667,21:12
2733,1:44,Chicago O'hare Airport (ORD),Delay,6604,21:12
2734,1:44,Chicago O'hare Airport (ORD),Delay,UA1667,
2735,Toronto [YYZ],Chicago O'hare Airport (ORD),AY 4106,19:59,
2736,Toronto [YYZ],Chicago O'hare Airport (ORD),BA 5764,19:59,
2737,Toronto [YYZ],Chicago O'hare Airport (ORD),QF 3305,19:59,
2738,Rochester [ROC],Chicago O'hare Airport (ORD),AA 3266,18:27,18:53
2739,Rochester [ROC],Chicago O'hare Airport (ORD),AS 4714,18:27,
2740,Rochester [ROC],Chicago O'hare Airport (ORD),BA 5521,18:27,
2741,Manchester [MHT],Chicago O'hare Airport (ORD),AA 3622,17:42,18:41
2742,Harrisburg [MDT],Chicago O'hare Airport (ORD),AA 3811,18:19,18:59
2743,Rochester [ROC],Chicago O'hare Airport (ORD),AY 4052,18:27,
2744,Harrisburg [MDT],Chicago O'hare Airport (ORD),AS 4336,18:19,
2745,Seattle [SEA],Chicago O'hare Airport (ORD),AA 2675,13:30,19:25
2746,Seattle [SEA],Chicago O'hare Airport (ORD),AY 4042,13:30,
2747,Seattle [SEA],Chicago O'hare Airport (ORD),BA 5774,13:30,
2748,Seattle [SEA],Chicago O'hare Airport (ORD),EI 7106,13:30,
2749,Seattle [SEA],Chicago O'hare Airport (ORD),GF 6436,13:30,
2750,Seattle [SEA],Chicago O'hare Airport (ORD),MH 9388,13:30,
2751,Tulsa [TUL],Chicago O'hare Airport (ORD),AA 3814,17:33,19:03
2752,Tulsa [TUL],Chicago O'hare Airport (ORD),BA 5718,17:33,
2753,Tulsa [TUL],Chicago O'hare Airport (ORD),AS 6746,17:33,
2754,Charlotte [CLT],Chicago O'hare Airport (ORD),AA 2857,18:21,19:17
2755,Charlotte [CLT],Chicago O'hare Airport (ORD),BA 1796,18:21,
2756,Charlotte [CLT],Chicago O'hare Airport (ORD),EI 7184,18:21,
2757,Charlotte [CLT],Chicago O'hare Airport (ORD),GF 6473,18:21,
2758,Charlotte [CLT],Chicago O'hare Airport (ORD),MH 9507,18:21,
2759,Indianapolis [IND],Chicago O'hare Airport (ORD),AA 3798,19:18,19:12
2760,Boston [BOS],Chicago O'hare Airport (ORD),DL 2346,17:55,19:00
2761,Boston [BOS],Chicago O'hare Airport (ORD),VS 3446,17:36,19:02
2762,Bangor [BGR],Chicago O'hare Airport (ORD),AA 3496,17:36,18:52
2763,Houston [IAH],Chicago O'hare Airport (ORD),AA 1165,16:55,19:08
2764,Raleigh-Durham [RDU],Chicago O'hare Airport (ORD),AA 4278,18:05,19:00
2765,Boston [BOS],Chicago O'hare Airport (ORD),B6 811,18:08,19:12
2766,Houston [IAH],Chicago O'hare Airport (ORD),NK 821,16:56,19:04
2767,Boston [BOS],Chicago O'hare Airport (ORD),TP 4345,18:08,19:10
2768,Boston [BOS],Chicago O'hare Airport (ORD),QR 3860,18:08,19:10
2769,Boston [BOS],Chicago O'hare Airport (ORD),HA 2203,18:08,19:10
2770,Boston [BOS],Chicago O'hare Airport (ORD),FI 7861,18:08,19:10
2771,Boston [BOS],Chicago O'hare Airport (ORD),AA 9534,18:08,19:10
2772,Atlanta [ATL],Chicago O'hare Airport (ORD),AA 3396,18:24,19:10
2773,Raleigh-Durham [RDU],Chicago O'hare Airport (ORD),AS 6845,18:05,
2774,Omaha [OMA],Chicago O'hare Airport (ORD),AA 4368,17:53,19:14
2775,Omaha [OMA],Chicago O'hare Airport (ORD),GF 4133,17:53,
2776,Omaha [OMA],Chicago O'hare Airport (ORD),BA 5104,17:53,
2777,Omaha [OMA],Chicago O'hare Airport (ORD),AS 6734,17:53,
2778,Fort Myers [RSW],Chicago O'hare Airport (ORD),AA 1451,17:25,19:03
2779,Fort Myers [RSW],Chicago O'hare Airport (ORD),AY 4108,17:25,
2780,Fort Myers [RSW],Chicago O'hare Airport (ORD),AS 4774,17:25,
2781,Boston [BOS],Chicago O'hare Airport (ORD),AA 2877,18:20,19:25
2782,Minneapolis [MSP],Chicago O'hare Airport (ORD),DL 1523,18:05,19:24
2783,Boston [BOS],Chicago O'hare Airport (ORD),QR 7709,18:17,
2784,Boston [BOS],Chicago O'hare Airport (ORD),IB 4725,18:17,
2785,Boston [BOS],Chicago O'hare Airport (ORD),BA 1733,18:17,
2786,Boston [BOS],Chicago O'hare Airport (ORD),B6 4315,18:17,
2787,Boston [BOS],Chicago O'hare Airport (ORD),AS 4257,18:17,
2788,Springfield [SPI],Chicago O'hare Airport (ORD),AA 6191,18:23,18:59
2789,Green Bay [GRB],Chicago O'hare Airport (ORD),AA 6272,18:23,19:08
2790,Des Moines [DSM],Chicago O'hare Airport (ORD),AA 6278,18:07,19:03
2791,Montreal [YUL],Chicago O'hare Airport (ORD),QK 967,19:16,19:38
